lemma	pos	corpus_frequency	spoken_frequency	written_frequency	literature	meb	saha	tubitak	video	class	subclass	num_docs	mps	cd	pmw	zipf	length	sc
düğüm	NOUN	280	28	252	77	9	1	166	27	Personality, Values & Behavior	appearance	99	35	0.03210116732	34.03258961	4.533443285	5	2
düğümcük	NOUN	1	0	1	0	0	0	1	0	Health & Medicine	medicine	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
düğümlemek	VERB	54	1	53	24	3	0	26	1	Other	other	42	17	0.01361867704	6.563427996	3.825099655	10	4
düğümlenmek	VERB	10	1	9	7	0	0	2	1	Other	other	10	7	0.003242542153	1.215449629	3.126129651	11	4
düğümlü	ADJ	4	4	0	0	0	0	0	4	Personality, Values & Behavior	appearance	3	1	0.0009727626459	0.4861798515	2.78370697	7	3
düğün	NOUN	547	212	335	206	115	7	14	205	History, Politics & Religion	special days	211	40	0.06841763943	66.4850947	4.823517524	5	2
düğüncü	NOUN	2	2	0	0	0	0	0	2	History, Politics & Religion	special days	2	2	0.0006485084306	0.2430899258	2.56185822	7	3
düş	NOUN	556	89	467	348	36	3	83	86	Emotions & Mental Processes	dreams	157	20	0.0509079118	67.57899936	4.830592161	3	1
düşes	NOUN	3	2	1	1	0	0	0	2	History, Politics & Religion	politics	3	2	0.0009727626459	0.3646348887	2.686796957	5	2
düşey	ADJ	12	0	12	0	2	0	10	0	Space, Shapes & Properties	geometrical shapes	10	1	0.003242542153	1.458539555	3.198680318	5	2
düşkün	ADJ	39	13	26	20	1	2	5	11	Emotions & Mental Processes	tendency	33	9	0.01070038911	4.740253553	3.686796957	6	2
düşkün	NOUN	73	29	44	31	4	1	9	28	Emotions & Mental Processes	tendency	64	8	0.02075226978	8.872782291	3.953968685	6	2
düşkünlük	NOUN	14	3	11	9	0	0	2	3	Emotions & Mental Processes	emotions	14	6	0.004539559014	1.70162948	3.260828224	9	3
düşlemek	VERB	47	2	45	17	1	0	27	2	Emotions & Mental Processes	dreams	38	26	0.01232166018	5.712613256	3.765978203	8	3
düşman	ADJ	427	76	351	294	42	0	15	76	Violence & Conflict	violence	170	11	0.0551232166	51.89969915	4.716180734	6	2
düşman	NOUN	999	275	724	578	82	0	64	275	Violence & Conflict	violence	333	80	0.1079766537	121.4234179	5.084736965	6	2
düşmanca	ADJ	6	2	4	4	0	0	0	2	Personality, Values & Behavior	bullying	6	2	0.001945525292	0.7292697773	2.929835005	8	3
düşmanca	ADV	2	1	1	1	0	0	0	1	Personality, Values & Behavior	behavior	2	1	0.0006485084306	0.2430899258	2.56185822	8	3
düşmanlık	NOUN	23	19	4	2	2	0	0	19	Emotions & Mental Processes	anger	8	10	0.002594033722	2.795534146	3.464948207	9	3
düşme	NOUN	4	0	4	1	0	0	3	0	Other	other	4	3	0.001297016861	0.4861798515	2.78370697	5	2
düşmek	VERB	6823	2488	4335	2623	546	49	1166	2439	Other	other	1569	352	0.5087548638	829.3012818	5.918775984	6	2
düşsel	ADJ	7	0	7	0	0	0	7	0	Emotions & Mental Processes	dreams	6	1	0.001945525292	0.8508147402	2.987826952	6	2
düşük	ADJ	589	87	502	54	45	3	403	84	Other	other	265	12	0.08592736706	71.58998314	4.855588977	5	2
düşüklük	NOUN	2	0	2	2	0	0	0	0	Personality, Values & Behavior	appearance	2	2	0.0006485084306	0.2430899258	2.56185822	8	3
düşünce	NOUN	2162	209	1953	740	861	7	352	202	Emotions & Mental Processes	intelligence and reasoning	530	120	0.1718547341	262.7802098	5.419793485	7	3
düşünceli	ADJ	129	31	98	94	2	0	2	31	Emotions & Mental Processes	emotions	95	5	0.03080415045	15.67930021	4.198680318	9	4
düşüncelilik	NOUN	2	0	2	2	0	0	0	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.2430899258	2.56185822	12	5
düşüncesiz	ADJ	9	3	6	6	0	0	0	3	Personality, Values & Behavior	personality	8	1	0.002594033722	1.093904666	3.084736965	10	4
düşüncesizce	ADV	8	1	7	7	0	0	0	1	Other	other	2	1	0.0006485084306	0.9723597031	3.038979475	12	5
düşündürmek	VERB	45	3	42	20	6	1	16	2	Emotions & Mental Processes	intelligence and reasoning	41	21	0.01329442283	5.46952333	3.747494797	11	4
düşünmek	VERB	14784	4367	10417	5640	1686	152	3091	4215	Emotions & Mental Processes	intelligence and reasoning	1852	504	0.6005188067	1796.920731	6.254558294	8	3
düşünsel	ADJ	13	0	13	0	4	0	9	0	Other	other	6	1	0.001945525292	1.580084518	3.230865001	8	3
düşünülmek	VERB	9	0	9	2	1	0	6	0	Emotions & Mental Processes	intelligence and reasoning	9	5	0.002918287938	1.093904666	3.084736965	10	4
düşünür	NOUN	14	2	12	8	3	0	1	2	Emotions & Mental Processes	intelligence and reasoning	10	7	0.003242542153	1.70162948	3.260828224	7	3
düşünüş	NOUN	1	0	1	1	0	0	0	0	Emotions & Mental Processes	intelligence and reasoning	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
düşürmek	VERB	1026	483	543	305	57	7	181	476	Other	other	572	159	0.1854734112	124.7051319	5.096307409	8	3
düşürülmek	VERB	19	2	17	6	2	0	9	2	Other	other	17	14	0.00551232166	2.309354295	3.385766961	10	4
düşüvermek	VERB	1	0	1	1	0	0	0	0	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
düşüş	NOUN	33	11	22	8	0	1	14	10	Other	other	33	17	0.01070038911	4.010983775	3.616215882	5	2
dırdır	NOUN	4	1	3	3	0	0	0	1	Other	other	3	4	0.0009727626459	0.4861798515	2.78370697	6	2
dızdık	NOUN	2	0	2	2	0	0	0	0	Other	other	1	1	0.0003242542153	0.2430899258	2.56185822	6	2
dış	ADJ	145	110	35	29	2	108	4	2	Space, Shapes & Properties	directions	85	18	0.0275616083	17.62401962	4.249089821	3	1
dış	NOUN	3565	687	2878	850	481	2	1547	685	Other	other	910	54	0.2950713359	433.3077927	5.636918304	3	1
dış işleri	NOUN	1	1	0	0	0	0	0	1	History, Politics & Religion	politics	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
dış kulak	NOUN	2	0	2	0	0	0	2	0	Health & Medicine	body	1	1	0.0003242542153	0.2430899258	2.56185822	8	3
dışa dönük	ADJ	1	0	1	0	0	0	1	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
dışa vurum	NOUN	2	1	1	0	0	0	1	1	Emotions & Mental Processes	emotions	2	1	0.0006485084306	0.2430899258	2.56185822	9	4
dışa vurumcu	NOUN	2	0	2	0	0	0	2	0	Arts, Media & Entertainment	art	1	1	0.0003242542153	0.2430899258	2.56185822	11	5
dışarı	ADV	8	1	7	2	0	1	5	0	Space, Shapes & Properties	directions	8	5	0.002594033722	0.9723597031	3.038979475	6	3
dışarı	NOUN	3611	1267	2344	1401	220	146	723	1121	Space, Shapes & Properties	directions	1122	40	0.3638132296	438.898861	5.642484707	6	3
dışarısı	NOUN	1	0	1	0	1	0	0	0	Places & Settlements	places	1	1	0.0003242542153	0.1215449629	2.385766961	8	4
dışbükey	ADJ	10	0	10	0	0	0	10	0	Space, Shapes & Properties	geometrical shapes	5	1	0.001621271077	1.215449629	3.126129651	8	3
dışkı	NOUN	228	4	224	3	8	2	213	2	Personal Care & Consumer Life	personal care and hygiene	70	27	0.02269779507	27.71225154	4.444572448	5	2
dışkılamak	VERB	5	0	5	0	0	0	5	0	Other	other	5	4	0.001621271077	0.6077248144	2.862888216	10	4
dışlama	NOUN	1	0	1	1	0	0	0	0	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
dışlamak	VERB	78	51	27	17	9	12	1	39	Other	other	54	40	0.01750972763	9.480507105	3.982364057	8	3
dışlanmak	VERB	9	5	4	4	0	1	0	4	Personality, Values & Behavior	behavior	7	9	0.002269779507	1.093904666	3.084736965	9	3
dışsal	ADJ	3	0	3	0	0	0	3	0	Other	other	2	1	0.0006485084306	0.3646348887	2.686796957	6	2
dıştan	ADV	1	0	1	0	1	0	0	0	Space, Shapes & Properties	directions	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
dışında	ADP	47	3	44	7	0	0	37	3	Other	other	32	10	0.01037613489	5.712613256	3.765978203	7	3
e	INTJ	5564	3577	1987	596	946	47	445	3530	Education & Language	grammar	1215	6	0.3939688716	676.2761735	5.830202134	1	1
e	NOUN	3266	213	3053	991	1071	0	991	213	Education & Language	grammar	398	21	0.1290531777	396.9658488	5.5988861	1	1
e-mail	NOUN	9	9	0	0	0	0	0	9	Science & Technology	information technologies	9	1	0.002918287938	1.093904666	3.084736965	6	3
e-posta	NOUN	3	2	1	0	0	0	1	2	Science & Technology	information technologies	3	2	0.0009727626459	0.3646348887	2.686796957	7	3
ebabil	NOUN	102	4	98	42	0	0	56	4	Nature & Living Things	animals	17	13	0.00551232166	12.39758621	4.09757419	6	3
ebat	NOUN	13	3	10	4	6	0	0	3	Time, Numbers & Measurement	units of measurement	10	8	0.003242542153	1.580084518	3.230865001	4	2
ebcet	NOUN	3	0	3	3	0	0	0	0	Education & Language	grammar	1	2	0.0003242542153	0.3646348887	2.686796957	5	2
ebe	NOUN	361	74	287	61	126	0	100	74	Work & Economy	occupations	97	19	0.03145265888	43.8777316	4.643445536	3	2
ebediyen	ADV	20	7	13	7	6	0	0	7	Time, Numbers & Measurement	units of measurement	14	3	0.004539559014	2.430899258	3.40695626	8	4
ebediyet	NOUN	6	0	6	5	1	0	0	0	Time, Numbers & Measurement	units of measurement	6	3	0.001945525292	0.7292697773	2.929835005	8	4
ebedî	ADJ	29	15	14	13	1	0	0	15	Time, Numbers & Measurement	units of measurement	19	5	0.006160830091	3.524803924	3.56185822	5	2
ebegümeci	NOUN	5	1	4	0	0	0	4	1	Nature & Living Things	plants	2	3	0.0006485084306	0.6077248144	2.862888216	9	5
ebeleme	NOUN	1	1	0	0	0	0	0	1	Sports, Games & Recreation	children's games	1	1	0.0003242542153	0.1215449629	2.385766961	7	4
ebelemece	NOUN	14	7	7	0	3	3	4	4	Sports, Games & Recreation	traditional games	12	2	0.003891050584	1.70162948	3.260828224	9	5
ebelemek	VERB	8	1	7	3	1	0	3	1	Sports, Games & Recreation	traditional games	5	6	0.001621271077	0.9723597031	3.038979475	8	4
ebelik	NOUN	1	0	1	1	0	0	0	0	Work & Economy	occupations	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
ebemkuşağı	NOUN	1	0	1	0	0	0	1	0	Earth, Geography & Natural Phenomena	natural phenomena	1	1	0.0003242542153	0.1215449629	2.385766961	10	5
ebet	NOUN	9	1	8	7	1	0	0	1	Time, Numbers & Measurement	time	6	4	0.001945525292	1.093904666	3.084736965	4	2
ebeveyn	NOUN	132	53	79	36	14	8	29	45	People & Relationships	kinship	69	23	0.02237354086	16.0439351	4.208588606	7	3
ebleh	ADJ	1	0	1	1	0	0	0	0	Emotions & Mental Processes	intelligence and reasoning	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
ebonit	NOUN	2	0	2	0	0	0	2	0	Science & Technology	chemical elements	1	2	0.0003242542153	0.2430899258	2.56185822	6	3
Ebrar	PROPN	22	2	20	1	1	2	18	0	Other	other	20	2	0.006485084306	2.673989183	3.446464801	5	2
Ebrehe	PROPN	2	1	1	0	1	0	0	1	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	6	3
ebru	NOUN	208	15	193	40	51	9	102	6	Arts, Media & Entertainment	traditional arts	62	16	0.02010376135	25.28135228	4.404883251	4	2
Ebru	PROPN	17	1	16	10	3	1	3	0	Other	other	10	3	0.003242542153	2.066264369	3.34000947	4	2
ebrucu	NOUN	3	0	3	0	0	0	3	0	Arts, Media & Entertainment	traditional arts	1	3	0.0003242542153	0.3646348887	2.686796957	6	3
ebruculuk	NOUN	2	0	2	0	0	0	2	0	Arts, Media & Entertainment	traditional arts	1	2	0.0003242542153	0.2430899258	2.56185822	9	4
Ebu Cehil	PROPN	19	10	9	8	1	0	0	10	Other	other	4	5	0.001297016861	2.309354295	3.385766961	8	4
Ebubekir	PROPN	145	22	123	117	0	0	6	22	Other	other	13	8	0.004215304799	17.62401962	4.249089821	8	4
Ebucehil	PROPN	18	0	18	18	0	0	0	0	Other	other	1	5	0.0003242542153	2.187809332	3.363490566	8	4
ecdat	NOUN	2	1	1	1	0	0	0	1	People & Relationships	lineage	2	2	0.0006485084306	0.2430899258	2.56185822	5	2
ece	NOUN	696	276	420	160	153	5	107	271	Other	other	186	19	0.06031128405	84.59529417	4.927969743	3	2
Ece	PROPN	158	60	98	78	16	0	4	60	Other	other	29	12	0.009403372244	19.20410414	4.28613409	3	2
Eceabat	PROPN	3	0	3	1	0	0	2	0	Other	other	2	2	0.0006485084306	0.3646348887	2.686796957	7	4
ecel	NOUN	37	10	27	26	1	0	0	10	Time, Numbers & Measurement	time	26	9	0.008430609598	4.497163627	3.664520562	4	2
Ecenaz	PROPN	12	0	12	0	12	0	0	0	Other	other	1	3	0.0003242542153	1.458539555	3.198680318	6	3
Ecesu	PROPN	6	6	0	0	0	0	0	6	Other	other	6	2	0.001945525292	0.7292697773	2.929835005	5	3
ecinni	NOUN	1	0	1	1	0	0	0	0	History, Politics & Religion	religion	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
eciş bücüş	ADJ	11	11	0	0	0	0	0	11	Personality, Values & Behavior	appearance	5	2	0.001621271077	1.336994592	3.163918211	9	4
ecnebi	ADJ	3	0	3	3	0	0	0	0	Places & Settlements	nations	3	2	0.0009727626459	0.3646348887	2.686796957	6	3
ecza	NOUN	17	3	14	4	7	0	3	3	Health & Medicine	medicine	14	6	0.004539559014	2.066264369	3.34000947	4	2
eczacı	ADJ	2	1	1	0	1	0	0	1	Work & Economy	occupations	2	1	0.0006485084306	0.2430899258	2.56185822	6	3
eczacı	NOUN	42	4	38	7	24	1	7	3	Work & Economy	occupations	26	9	0.008430609598	5.104888441	3.718205421	6	3
eczacıbaşı	NOUN	10	0	10	0	0	0	10	0	Other	other	5	2	0.001621271077	1.215449629	3.126129651	10	5
eczacılık	NOUN	8	0	8	1	5	0	2	0	Work & Economy	occupations	7	2	0.002269779507	0.9723597031	3.038979475	9	4
eczane	NOUN	157	46	111	23	78	10	10	36	Places & Settlements	places	67	19	0.02172503243	19.08255917	4.283394052	6	3
eda	NOUN	21	0	21	21	0	0	0	0	Other	other	9	6	0.002918287938	2.552444221	3.427159646	3	2
Eda	PROPN	322	9	313	171	79	0	63	9	Other	other	118	23	0.03826199741	39.13747805	4.593939488	3	2
Edagül	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
Edam	PROPN	11	0	11	10	0	0	1	0	Other	other	2	10	0.0006485084306	1.336994592	3.163918211	4	2
edat	NOUN	2	0	2	0	2	0	0	0	Education & Language	grammar	1	1	0.0003242542153	0.2430899258	2.56185822	4	2
edebiyat	NOUN	218	25	193	89	25	3	79	22	Literature & Publishing	printing	111	17	0.0359922179	26.49680191	4.42518108	8	4
edebiyatçı	NOUN	2	0	2	1	0	0	1	0	Work & Economy	occupations	2	2	0.0006485084306	0.2430899258	2.56185822	10	5
edebî	ADJ	44	4	40	33	5	0	2	4	Literature & Publishing	language and literature	15	3	0.00486381323	5.347978367	3.737949479	5	2
edep	NOUN	46	1	45	22	23	0	0	1	Personality, Values & Behavior	morality	15	11	0.00486381323	5.591068293	3.756834823	4	2
edepli	ADJ	4	0	4	4	0	0	0	0	Personality, Values & Behavior	morality	4	1	0.001297016861	0.4861798515	2.78370697	6	3
edepsiz	ADJ	8	6	2	2	0	1	0	5	Personality, Values & Behavior	morality	8	4	0.002594033722	0.9723597031	3.038979475	7	3
eder	NOUN	5	0	5	0	5	0	0	0	Work & Economy	financial concepts	4	2	0.001297016861	0.6077248144	2.862888216	4	2
edevat	NOUN	30	16	14	14	0	0	0	16	Objects, Tools & Physical Things	tools	26	7	0.008430609598	3.646348887	3.576098659	6	3
edik	NOUN	4	0	4	4	0	0	0	0	Personal Care & Consumer Life	footwear	3	2	0.0009727626459	0.4861798515	2.78370697	4	2
edilgen	ADJ	1	0	1	1	0	0	0	0	Education & Language	grammar	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
edilmek	VERB	434	86	348	105	52	1	191	85	Other	other	305	91	0.09889753567	52.75051389	4.723226222	7	3
edim	NOUN	13	11	2	2	0	0	0	11	Other	other	13	2	0.004215304799	1.580084518	3.230865001	4	2
edinim	NOUN	2	1	1	0	1	0	0	1	Education & Language	education	2	2	0.0006485084306	0.2430899258	2.56185822	6	3
edinme	NOUN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
edinmek	VERB	757	102	655	210	146	12	299	90	Other	other	378	135	0.1225680934	92.0095369	4.964406171	7	3
edinç	NOUN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
edip	NOUN	3	1	2	2	0	0	0	1	Work & Economy	occupations	2	2	0.0006485084306	0.3646348887	2.686796957	4	2
Edison	PROPN	28	0	28	8	4	0	16	0	Other	other	9	11	0.002918287938	3.403258961	3.547134963	6	3
editör	NOUN	68	6	62	23	3	0	36	6	Work & Economy	occupations	27	17	0.008754863813	8.265057476	3.923586056	6	3
Ediz	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
Edremit	PROPN	9	1	8	4	1	0	3	1	Other	other	7	5	0.002269779507	1.093904666	3.084736965	7	3
eee	INTJ	780	417	363	354	4	31	5	386	Other	other	341	5	0.1105706874	94.80507105	4.977387999	3	3
Efdal	PROPN	3	0	3	0	0	0	3	0	Other	other	3	1	0.0009727626459	0.3646348887	2.686796957	5	2
efe	NOUN	787	49	738	533	93	1	112	48	Other	other	139	41	0.04507133593	95.65588579	4.981263183	3	2
Efe	PROPN	106	12	94	71	15	1	8	11	Other	other	36	15	0.01167315175	12.88376607	4.114120743	3	2
efece	ADV	1	0	1	1	0	0	0	0	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	5	3
efekt	NOUN	222	165	57	8	7	0	42	165	Other	other	121	26	0.03923476005	26.98298176	4.433041828	5	2
efektör	NOUN	22	18	4	4	0	0	0	18	Health & Medicine	body	19	2	0.006160830091	2.673989183	3.446464801	7	3
efendi	ADJ	4	3	1	1	0	0	0	3	Personality, Values & Behavior	personality	4	2	0.001297016861	0.4861798515	2.78370697	6	3
efendi	NOUN	2960	1785	1175	1062	94	2	19	1783	Other	other	737	81	0.2389753567	359.7730901	5.556175373	6	3
efendim	INTJ	14	13	1	1	0	0	0	13	Sound & Communication Phenomena	sounds	14	2	0.004539559014	1.70162948	3.260828224	7	3
efil efil	ADV	1	0	1	0	0	0	1	0	Earth, Geography & Natural Phenomena	weather	1	1	0.0003242542153	0.1215449629	2.385766961	8	4
efkâr	NOUN	2	1	1	1	0	0	0	1	Emotions & Mental Processes	emotions	2	2	0.0006485084306	0.2430899258	2.56185822	5	1
efkârlı	ADJ	1	1	0	0	0	0	0	1	Emotions & Mental Processes	emotions	1	1	0.0003242542153	0.1215449629	2.385766961	7	2
eflatun	ADJ	24	13	11	5	2	0	4	13	Space, Shapes & Properties	colors	17	1	0.00551232166	2.917079109	3.482676974	7	3
eflatun	NOUN	26	9	17	10	0	0	7	9	Space, Shapes & Properties	colors	20	1	0.006485084306	3.160169035	3.51610073	7	3
Eflatun	PROPN	5	2	3	3	0	0	0	2	Other	other	4	3	0.001297016861	0.6077248144	2.862888216	7	3
Efruz	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
efsane	NOUN	377	211	166	122	20	2	24	209	Literature & Publishing	epic	187	33	0.06063553826	45.82245101	4.662228765	6	3
efsaneleştirmek	VERB	1	0	1	0	0	0	1	0	Literature & Publishing	story	1	1	0.0003242542153	0.1215449629	2.385766961	15	6
efsanevi	ADJ	59	38	21	17	0	0	4	38	Literature & Publishing	epic	49	2	0.01588845655	7.17115281	3.862888216	8	4
efsun	NOUN	148	132	16	8	5	0	3	132	Home & Domestic Life	out of routine	27	7	0.008754863813	17.98865451	4.257923234	5	2
efsunlamak	VERB	1	0	1	1	0	0	0	0	History, Politics & Religion	religion	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
Eftal	PROPN	2	0	2	0	0	0	2	0	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	5	2
egale	NOUN	7	1	6	0	6	0	0	1	Sports, Games & Recreation	sports	2	1	0.0006485084306	0.8508147402	2.987826952	5	3
Ege	PROPN	2221	1673	548	305	83	44	160	1629	Other	other	355	27	0.1151102464	269.9513626	5.43148102	3	2
egemen	ADJ	30	0	30	1	3	0	26	0	History, Politics & Religion	politics	18	2	0.005836575875	3.646348887	3.576098659	6	3
egemen	NOUN	261	37	224	14	154	33	56	4	History, Politics & Religion	politics	103	9	0.03339818418	31.72323531	4.503038257	6	3
egemenlik	NOUN	12	0	12	1	7	0	4	0	Places & Settlements	countries	10	7	0.003242542153	1.458539555	3.198680318	9	4
ego	NOUN	39	39	0	0	0	0	0	39	Emotions & Mental Processes	emotions	17	12	0.00551232166	4.740253553	3.686796957	3	2
egzama	NOUN	2	2	0	0	0	2	0	0	Health & Medicine	diseases	1	2	0.0003242542153	0.2430899258	2.56185822	6	3
egzersiz	NOUN	276	52	224	15	32	2	177	50	Sports, Games & Recreation	sports	102	19	0.03307392996	33.54640976	4.527216734	8	3
egzotik	ADJ	23	11	12	6	0	0	6	11	Other	other	16	1	0.005188067445	2.795534146	3.464948207	7	3
egzoz	NOUN	99	50	49	5	21	0	23	50	Transportation, Travel & Safety	vehicles	53	12	0.01718547341	12.03295133	4.084736965	5	2
eh	INTJ	315	134	181	169	12	2	0	132	Sound & Communication Phenomena	sounds	192	4	0.06225680934	38.28666331	4.584424048	2	1
ehem	INTJ	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
ehem	NOUN	4	2	2	2	0	0	0	2	Other	other	3	2	0.0009727626459	0.4861798515	2.78370697	4	2
ehemmiyet	NOUN	4	1	3	3	0	0	0	1	Emotions & Mental Processes	intelligence and reasoning	4	4	0.001297016861	0.4861798515	2.78370697	9	4
ehil	NOUN	3	0	3	3	0	0	0	0	Other	other	3	1	0.0009727626459	0.3646348887	2.686796957	4	2
ehli	ADJ	5	4	1	1	0	0	0	4	Personality, Values & Behavior	personality	5	1	0.001621271077	0.6077248144	2.862888216	4	2
ehlibeyit	NOUN	9	0	9	0	9	0	0	0	History, Politics & Religion	religion	2	1	0.0006485084306	1.093904666	3.084736965	9	4
ehlileşmek	VERB	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
ehlileştirmek	VERB	4	0	4	4	0	0	0	0	Nature & Living Things	animals	3	4	0.0009727626459	0.4861798515	2.78370697	13	5
ehliyet	NOUN	93	67	26	18	4	2	4	65	Transportation, Travel & Safety	traffic rules	53	12	0.01718547341	11.30368155	4.057864819	7	3
ehliyetsiz	ADJ	1	1	0	0	0	0	0	1	Transportation, Travel & Safety	traffic	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
Eindhoven	PROPN	4	0	4	0	0	0	4	0	Other	other	2	1	0.0006485084306	0.4861798515	2.78370697	9	4
Einstein	PROPN	72	1	71	17	2	0	52	1	Other	other	35	6	0.01134889754	8.751237328	3.948059825	8	4
ejder	NOUN	141	101	40	11	8	2	21	99	Nature & Living Things	animals	45	15	0.01459143969	17.13783977	4.23702531	5	2
Ejder	PROPN	4	3	1	1	0	0	0	3	Other	other	4	2	0.001297016861	0.4861798515	2.78370697	5	2
ejderha	NOUN	1046	576	470	370	24	1	76	575	Nature & Living Things	animals	156	62	0.05058365759	127.1360312	5.104683647	7	3
ek	ADJ	18	4	14	5	6	3	3	1	Education & Language	grammar	17	8	0.00551232166	2.187809332	3.363490566	2	1
ek	NOUN	1861	89	1772	184	1020	3	568	86	Education & Language	grammar	391	65	0.1267833982	226.1951759	5.354716642	2	1
ekber	ADJ	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
eke	NOUN	5	3	2	2	0	0	0	3	Personality, Values & Behavior	personality	5	2	0.001621271077	0.6077248144	2.862888216	3	2
ekg	NOUN	18	0	18	1	0	0	17	0	Health & Medicine	medicine	5	2	0.001621271077	2.187809332	3.363490566	3	1
Ekici	PROPN	2	1	1	0	0	0	1	1	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	5	3
ekili	ADJ	12	2	10	1	5	0	4	2	Nature & Living Things	plants	11	1	0.003566796368	1.458539555	3.198680318	5	3
ekilmek	VERB	5	1	4	1	1	0	2	1	Nature & Living Things	plants	5	5	0.001621271077	0.6077248144	2.862888216	7	3
ekim	NOUN	914	150	764	55	215	103	494	47	Time, Numbers & Measurement	seasons	290	23	0.09403372244	111.0920961	5.046158059	4	2
ekin	NOUN	240	31	209	43	48	2	118	29	Nature & Living Things	plants	114	21	0.03696498054	29.17079109	4.466754008	4	2
